USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23504 14416 ?        Ss   11:47   0:03 /sbin/init splash
bijung      4746  0.0  0.0 531092  6540 ?        Ssl  11:48   0:00 /usr/libexec/gsd-rfkill
bijung      4755  0.0  0.0 309568  6004 ?        Ssl  11:48   0:00 /usr/libexec/gsd-screensaver-proxy
bijung      4758  0.0  0.0 543404 12176 ?        Ssl  11:48   0:00 /usr/libexec/gsd-sharing
bijung      4759  0.0  0.0 385904  7308 ?        Ssl  11:48   0:00 /usr/libexec/gsd-smartcard
bijung      4770  0.0  0.0 393720  8940 ?        Ssl  11:48   0:00 /usr/libexec/gsd-sound
bijung      4778  0.0  0.0 378948 21248 ?        Ssl  11:48   0:00 /usr/libexec/gsd-wacom
bijung      4780  0.0  0.0 457456 24564 ?        Ssl  11:48   0:00 /usr/libexec/gsd-xsettings
bijung      4836  0.0  0.0 389520 10608 ?        Ssl  11:48   0:01 /usr/libexec/gvfs-udisks2-volume-monitor
bijung      4850  0.0  0.1 975936 47180 ?        Sl   11:48   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
bijung      4869  0.0  0.0 305500  7652 ?        Sl   11:48   0:00 /usr/libexec/gsd-disk-utility-notify
bijung      4875  0.0  0.0 416244 13156 ?        Sl   11:48   0:00 /usr/libexec/gsd-printer
bijung      4926  0.0  0.0 389388  8044 ?        Ssl  11:48   0:00 /usr/libexec/gvfs-afc-volume-monitor
bijung      4938  0.0  0.0 310892  6624 ?        Ssl  11:48   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
bijung      4945  0.0  0.0 309780  6288 ?        Ssl  11:48   0:00 /usr/libexec/gvfs-goa-volume-monitor
bijung      4958  0.0  0.0 546752 16872 ?        Sl   11:48   0:00 /usr/libexec/goa-daemon
bijung      4973  0.0  0.0 389132  7920 ?        Sl   11:48   0:01 /usr/libexec/goa-identity-service
bijung      4975  0.0  0.0 309924  6492 ?        Ssl  11:48   0:00 /usr/libexec/gvfs-mtp-volume-monitor
bijung      4983  0.0  0.0 890844 22700 ?        Ssl  11:48   0:00 /usr/libexec/evolution-calendar-factory
bijung      5001  0.0  0.0 2924772 18548 ?       Sl   11:48   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
bijung      5023  0.0  0.0 825528 28120 ?        Ssl  11:48   0:00 /usr/libexec/evolution-addressbook-factory
bijung      5036  0.0  0.0 735688 22168 ?        SNsl 11:48   0:00 /usr/libexec/tracker-miner-fs-3
bijung      5091  0.0  0.0 609452 21140 ?        Sl   11:48   0:00 /usr/libexec/gvfsd-trash --spawner :1.23 /org/gtk/gvfs/exec_spaw/0
bijung      5180  0.0  0.0 236280  6164 ?        Ssl  11:48   0:00 /usr/libexec/gvfsd-metadata
bijung      5454  0.2  0.2 843808 65912 ?        Sl   11:48   1:03 /usr/bin/python3 /usr/bin/terminator
bijung      5463  0.0  0.0  15308  3284 pts/0    Ss+  11:48   0:00 /bin/bash
bijung      5785  0.0  0.0  15308  5264 pts/1    Ss   11:48   0:00 /bin/bash
bijung      6059  0.0  0.0  15308  7224 pts/2    Ss+  11:48   0:00 /bin/bash
bijung      6291  0.0  0.0  15308  4808 pts/3    Ss+  11:48   0:00 /bin/bash
bijung      6590  0.0  0.0 456184 20840 ?        Ssl  11:49   0:00 /usr/libexec/xdg-desktop-portal-gtk
bijung      6617  1.6  0.9 1461574404 319880 ?   SLsl 11:49   8:16 /usr/share/antigravity/antigravity .
bijung      6620  0.0  0.1 34085392 41268 ?      S    11:49   0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
bijung      6621  0.0  0.0   2720  1616 ?        S    11:49   0:00 /usr/share/antigravity/chrome-sandbox /usr/share/antigravity/antigravity --type=zygote
bijung      6622  0.0  0.1 34085380 43488 ?      S    11:49   0:00 /usr/share/antigravity/antigravity --type=zygote
bijung      6624  0.0  0.0 34085388 7208 ?       S    11:49   0:00 /usr/share/antigravity/antigravity --type=zygote
bijung      6639  0.0  0.0 33567912 2624 ?       Sl   11:49   0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/bijung/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.107.0 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=39.2.3 --initial-client-fd=48 --shared-client-connection
bijung      6652  5.6  0.9 34646544 319288 ?     Sl   11:49  28:43 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
bijung      6664  0.1  0.2 33939496 79952 ?      Sl   11:49   0:51 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=6639 --enable-crash-reporter=5f0c5f29-10a4-43dd-ab5c-f27a327fb79c,no_channel --user-data-dir=/home/bijung/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6028983948513971894,11109364871133312954,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
root        6679  0.0  0.0      0     0 ?        S    11:49   0:00 [nvidia-drm/timeline-20]
bijung      6682  0.0  0.0 34446880 11176 ?      S    11:49   0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
bijung      6684 22.3  3.3 1463498356 1083916 ?  Sl   11:49 113:47 /usr/share/antigravity/antigravity --type=zygote
bijung      6703  0.0  0.3 1459957612 113556 ?   Sl   11:49   0:00 /usr/share/antigravity/antigravity --type=zygote
bijung      6768  1.7  0.8 1461354052 278708 ?   Sl   11:49   8:48 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=6639 --enable-crash-reporter=5f0c5f29-10a4-43dd-ab5c-f27a327fb79c,no_channel --user-data-dir=/home/bijung/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6028983948513971894,11109364871133312954,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708991934122588
bijung      6784  0.0  0.3 1461350452 106376 ?   Sl   11:49   0:13 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=6639 --enable-crash-reporter=5f0c5f29-10a4-43dd-ab5c-f27a327fb79c,no_channel --user-data-dir=/home/bijung/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6028983948513971894,11109364871133312954,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708992871164437
bijung      6785  0.1  0.4 1461369696 155468 ?   Sl   11:49   0:31 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=6639 --enable-crash-reporter=5f0c5f29-10a4-43dd-ab5c-f27a327fb79c,no_channel --user-data-dir=/home/bijung/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6028983948513971894,11109364871133312954,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
bijung      6994  0.5  0.3 1478302816 114840 ?   Sl   11:49   2:43 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=6639 --enable-crash-reporter=5f0c5f29-10a4-43dd-ab5c-f27a327fb79c,no_channel --user-data-dir=/home/bijung/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6028983948513971894,11109364871133312954,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708994745248135
bijung      7034  0.0  0.0  15868  4864 pts/4    Ss+  11:49   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
bijung      7288  0.0  0.0   8444  6004 ?        S    11:49   0:01 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
bijung      7304  0.0  0.4 1459530412 132880 ?   Sl   11:49   0:05 /usr/share/antigravity/antigravity --max-old-space-size=3072 /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /tmp/vscode-typescript1000/66f0527fc32402c17931/tscancellation-d9f94f68e021bf3ee6bd.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
bijung      7305  0.1  1.0 1459530476 337728 ?   Sl   11:49   0:58 /usr/share/antigravity/antigravity --max-old-space-size=3072 /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/tsserver.js --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName /tmp/vscode-typescript1000/66f0527fc32402c17931/tscancellation-d6ca7e1c6bbdf8ea930e.tmp* --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
bijung      7325  0.0  0.2 1459530412 67320 ?    Sl   11:49   0:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /home/bijung/.cache/typescript/5.9 --enableTelemetry --typesMapLocation /usr/share/antigravity/resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
bijung      7356  0.0  0.1 533976 38412 ?        Sl   11:49   0:00 /usr/bin/update-notifier
bijung      7412  0.0  0.2 1459530476 71420 ?    Sl   11:49   0:01 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=6768
bijung      7514  0.0  0.0 320180  9232 ?        Sl   11:49   0:00 /usr/libexec/gvfsd-http --spawner :1.23 /org/gtk/gvfs/exec_spaw/1
bijung      7519  0.0  0.1 33950828 52204 ?      Sl   11:49   0:01 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=6639 --enable-crash-reporter=5f0c5f29-10a4-43dd-ab5c-f27a327fb79c,no_channel --user-data-dir=/home/bijung/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6028983948513971894,11109364871133312954,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708995682289984
bijung      7882  0.0  0.0 2061700 12484 ?       Sl   11:49   0:01 /usr/bin/snap userd
bijung      8870 17.3  3.1 1463514556 1020200 ?  Rl   11:49  88:22 /usr/share/antigravity/antigravity --type=zygote
bijung      8887  1.9  0.7 1461354116 235736 ?   Sl   11:49   9:44 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=6639 --enable-crash-reporter=5f0c5f29-10a4-43dd-ab5c-f27a327fb79c,no_channel --user-data-dir=/home/bijung/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6028983948513971894,11109364871133312954,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708999430457380
bijung      8899  0.0  0.3 1461369760 110544 ?   Sl   11:49   0:26 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=6639 --enable-crash-reporter=5f0c5f29-10a4-43dd-ab5c-f27a327fb79c,no_channel --user-data-dir=/home/bijung/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6028983948513971894,11109364871133312954,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709000367499229
bijung      9105  0.0  0.0  15356  2636 pts/5    Ss+  11:49   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
bijung      9131  8.9 18.7 13352696 6130116 ?    Sl   11:49  45:38 /usr/share/antigravity/resources/app/extensions/antigravity/bin/language_server_linux_x64 --enable_lsp --extension_server_port 33901 --csrf_token 43b88e7d-e84c-44a4-b05a-c17a31cf5f6f --random_port --workspace_id file_home_bijung_ws_eigen_rs --cloud_code_endpoint https://daily-cloudcode-pa.googleapis.com --app_data_dir antigravity --parent_pipe_path /tmp/server_d756b173a4c163c4
bijung      9380  0.0  0.2 1459530476 82680 ?    Sl   11:49   0:04 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=8887
bijung      9582  0.0  0.0 628100 13640 ?        Ssl  11:50   0:00 /usr/libexec/xdg-desktop-portal
bijung      9589  0.0  0.1 1149752 36200 ?       Ssl  11:50   0:04 /usr/libexec/xdg-desktop-portal-gnome
bijung      9654  6.1  2.6 13549868 854028 ?     Sl   11:50  31:08 /snap/firefox/7766/usr/lib/firefox/firefox
bijung      9710  0.0  0.0 149132  1208 ?        Sl   11:50   0:00 /snap/firefox/7766/usr/lib/firefox/crashhelper 9654 9 /tmp/ 11
root        9787  0.0  0.0      0     0 ?        S    11:50   0:00 [nvidia-drm/timeline-29]
bijung      9791  0.0  0.0 434932  9944 ?        S    11:50   0:00 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {84b72724-48eb-419d-b477-ef1a873c8e46} -parentPid 9654 -greomni /snap/firefox/7766/usr/lib/firefox/omni.ja -appomni /snap/firefox/7766/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7766/usr/lib/firefox/browser 1 forkserver
bijung      9793  0.0  0.0 449376 13584 ?        Sl   11:50   0:00 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -parentBuildID 20260204004611 -prefsHandle 0:38039 -prefMapHandle 1:279155 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {0115bb8c-9301-4752-93b6-cfdbd29865ea} -parentPid 9654 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7766/usr/lib/firefox/browser 2 socket
bijung      9824  0.0  0.4 2720100 141972 ?      Sl   11:50   0:27 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:38222 -prefMapHandle 1:279155 -jsInitHandle 2:223968 -parentBuildID 20260204004611 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b6c94257-fe42-432b-ab4a-cba9b9cc4821} -parentPid 9654 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7766/usr/lib/firefox/omni.ja -appomni /snap/firefox/7766/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7766/usr/lib/firefox/browser 3 tab
bijung      9834  1.3  0.2 754604 71256 ?        Sl   11:50   7:03 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -parentBuildID 20260204004611 -prefsHandle 0:38222 -prefMapHandle 1:279155 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {ab42ab48-9f61-4a73-81cb-1c35863c1acd} -parentPid 9654 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7766/usr/lib/firefox/browser 4 rdd
root        9867  0.0  0.0      0     0 ?        S    11:50   0:00 [nvidia-drm/timeline-2a]
bijung     10040  0.0  0.1 2627588 47648 ?       Sl   11:50   0:01 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:38222 -prefMapHandle 1:279155 -jsInitHandle 2:223968 -parentBuildID 20260204004611 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {5909476f-14ef-4158-8b67-059654ee3db1} -parentPid 9654 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7766/usr/lib/firefox/omni.ja -appomni /snap/firefox/7766/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7766/usr/lib/firefox/browser 5 tab
bijung     10390  0.1  0.1 590332 33384 ?        Sl   11:50   0:58 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -parentBuildID 20260204004611 -sandboxingKind 0 -prefsHandle 0:49120 -prefMapHandle 1:279155 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {7c79e2e3-94c6-41bd-967a-700799cd6f4a} -parentPid 9654 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7766/usr/lib/firefox/browser 6 utility
bijung     10691  0.0  0.2 2596336 68396 ?       Sl   11:50   0:27 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43877 -prefMapHandle 1:279155 -jsInitHandle 2:223968 -parentBuildID 20260204004611 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {afaa7834-e304-4420-9792-55b52b37a82b} -parentPid 9654 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7766/usr/lib/firefox/omni.ja -appomni /snap/firefox/7766/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7766/usr/lib/firefox/browser 10 tab
bijung     10698  0.1  0.1 2593088 40400 ?       Sl   11:50   0:32 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43877 -prefMapHandle 1:279155 -jsInitHandle 2:223968 -parentBuildID 20260204004611 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {04e17314-d6fe-4904-a564-e1427540de91} -parentPid 9654 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7766/usr/lib/firefox/omni.ja -appomni /snap/firefox/7766/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7766/usr/lib/firefox/browser 11 tab
bijung     10899  0.0  0.2 1459530412 78708 ?    Sl   11:50   0:03 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=6768
root       11506  0.0  0.0      0     0 ?        S    11:50   0:00 [nvidia-drm/timeline-2c]
bijung     21667  0.1  0.9 2908012 306424 ?      Sl   11:59   0:38 /snap/firefox/7766/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43929 -prefMapHandle 1:279155 -jsInitHandle 2:223968 -parentBuildID 20260204004611 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {151b5991-e111-4aa6-b6b5-32475e456267} -parentPid 9654 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7766/usr/lib/firefox/omni.ja -appomni /snap/firefox/7766/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7766/usr/lib/firefox/browser 13 tab
root       22223  0.0  0.1 482784 34000 ?        Ssl  12:00   0:01 /usr/libexec/fwupd/fwupd
bijung     36998  0.0  0.0  15356  4348 pts/6    Ss+  12:14   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
bijung     39214  0.0  0.0  15868  4852 pts/7    Ss+  12:15   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
bijung     55947  0.2  0.0  10084  3464 pts/1    S+   12:24   1:07 /bin/bash ./monitor_services.sh
bijung     74829  0.0  0.0  15352  4272 pts/8    Ss+  12:32   0:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
bijung     76100 10.3  0.7 51143848 233744 ?     SLsl 12:32  48:24 /opt/google/chrome/chrome --remote-debugging-port=9222 --user-data-dir=/home/bijung/.gemini/antigravity-browser-profile --disable-fre --no-default-browser-check --no-first-run --auto-accept-browser-signin-for-tests --ash-no-nudges --disable-features=OfferMigrationToDiceUsers,OptGuideOnDeviceModel
bijung     76106  0.0  0.0      0     0 ?        Z    12:32   0:00 [cat] <defunct>
bijung     76107  0.0  0.0      0     0 ?        Z    12:32   0:00 [cat] <defunct>
bijung     76109  0.0  0.0 50353832 2604 ?       Sl   12:32   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/bijung/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=144.0.7559.132 --initial-client-fd=5 --shared-client-connection
bijung     76111  0.0  0.0 50345620 1964 ?       Sl   12:32   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/bijung/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=144.0.7559.132 --initial-client-fd=4 --shared-client-connection
bijung     76117  0.0  0.1 50993644 34924 ?      S    12:32   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=76109 --enable-crash-reporter=, --user-data-dir=/home/bijung/.gemini/antigravity-browser-profile --change-stack-guard-on-fork=enable
bijung     76118  0.0  0.1 50993632 37260 ?      S    12:32   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=76109 --enable-crash-reporter=, --user-data-dir=/home/bijung/.gemini/antigravity-browser-profile --change-stack-guard-on-fork=enable
bijung     76122  0.0  0.0 50993652 7920 ?       S    12:32   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=76109 --enable-crash-reporter=, --user-data-dir=/home/bijung/.gemini/antigravity-browser-profile --change-stack-guard-on-fork=enable
bijung     76147  6.0  0.6 51642804 207340 ?     Sl   12:32  28:10 /opt/google/chrome/chrome --type=gpu-process --ozone-platform=x11 --crashpad-handler-pid=76109 --enable-crash-reporter=, --user-data-dir=/home/bijung/.gemini/antigravity-browser-profile --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,9723273985595202123,1110489712363305045,262144 --field-trial-handle=3,i,3982921802657257607,5767784246661071954,262144 --disable-features=OfferMigrationToDiceUsers,OptGuideOnDeviceModel --variations-seed-version=20260207-030028.264000 --trace-process-track-uuid=3190708988185955192
bijung     76148  0.0  0.2 50850600 91640 ?      Sl   12:32   0:19 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=76109 --enable-crash-reporter=, --user-data-dir=/home/bijung/.gemini/antigravity-browser-profile --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7299790552891561601,4866887550564029500,524288 --field-trial-handle=3,i,3982921802657257607,5767784246661071954,262144 --disable-features=OfferMigrationToDiceUsers,OptGuideOnDeviceModel --variations-seed-version=20260207-030028.264000 --trace-process-track-uuid=3190708989122997041
